Branch,10th_%,12th_%,Degree_Sem_1_Cgpa,Degree_Sem_2_Cgpa,Degree_Sem_3_Cgpa,Degree_Sem_4_Cgpa,Degree_Sem_5_Cgpa,Programming_Skills,Communication_Skills_Out_Of_5,English_Grammar_Out_Of_5,Status,skill_have
1,87,74.62,6.31,6.41,5.81,8,9.85,34,5,4,1,"MS Office(Word, Excel, PowerPoint, Access) , Web Design, Python, Machine Learning, Data Visualization, Operating Systems(Windows, Linux, MacOS)"
5,84,75.54,7.37,7.11,6.44,7.22,8.54,21,3,3,1,"Computer Skills. MS Office, Google Drive, spreadsheets, email, PowerPoint, social media.
Math: Basic math, arithmetic, statistics, algebra, trigonometry, geometry.
Programming Skills: Java, C++.
Planning: Analysis, conceptual skills, brainstorming, decision-making, problem-solving skills,  requirements-gathering.
Project Management Skills: Task management, prioritization,  task separation, scheduling, risk management.
CAD
Prototyping
Design"
1,84.4,74.3,5.78,5.897,6,7.37,9.3,32,4,5,1,"Python(Intermediate)
Java(beginneer)"
7,84.8,68.53,6.65,6.85,7.15,7.96,9.59,0,3,4,1,Different mechanical machines operations/equipments
7,49,68.53,6.65,6.85,6.5,7.5,8.5,0,3,3,0,I have worked in a l&t company as a cnc operator.
7,76.2,68.53,6.65,6.85,7.19,8.27,9.7,0,3,3,0,"°Basics of CAD, NX CAD, CREO, Teamcenter.
°Basic of CNC G&M codes
°Lathe, drill, shapping, milling operation
°Online certified course related to machines, automation."
4,78.4,68.53,5.72,6.61,5.88,6.66,8.52,3,3,3,0,C and python
6,88.6,74.3,6.67,7.85,7.04,7.93,9.52,0,4,4,0,"Autocad, Staadpro"
2,92.8,87.8,7.78,8.04,8.27,8.27,9.58,25312,4,3,0,"Being an IT Engineering student has enabled to learn about web development tools like HTML, CSS, JavaScript, Word-press, SQL etc. I also have knowledge about other programming languages like Python, C, C++, Java. I can also work with MS Office tools comfortably. I have a good command over my English speaking skills. "
4,77.6,54.4,5.37,5.31,7,6.41,8.26,0,3,3,1,"I have good skills in HTMl, C Programming Language and basic skills of MATLAB."
3,92,80.31,6.7,7.22,6.92,8.76,9.63,32,3,3,0,"C, Python, Java Core and Advance, Basic Knowledge of Web Development "
7,73.8,64.1,6.67,5.41,7.35,6.92,9.52,0,5,4,0,"I have a good Technical Skills like Reverse engineering, basic designing,verbal and written communication skills,creativity,teamworking skill."
7,91.2,58.7,6.85,6.85,7.5,8.73,9.44,0,4,4,1,"Basic PTC CREO , Basic Solidworks, Excel "
1,82.2,68.53,6.65,6.85,5.73,7.59,9.56,21535,4,4,0,"Java, C/C++, HTML5, CSS3, MySQL"
7,88,86,6.8,5.3,5.19,7.46,9.7,0,5,5,0,Highly skilled in CAD. Performing various robotic operations 
3,89.6,73.3,8,8.41,7.62,9.36,9.56,325,5,4,0,"C, Python, JAVA, OpenCV, Matlab, Assembly Language, Web Development and Database Management(CSS, HTML, PHP),Basics on Networking"
7,70.2,66.4,6.19,6.06,6.81,8.62,9.07,0,3,3,1,"CAD, PTC CREO, MS-OFFICE"
7,63.8,55.8,5.7,5.69,7.42,6.5,9.52,13,4,4,1,"AutoCAD, PTC Creo, NX11 (Basics), Python (Basics), MS Office & Excel, and I've Basic knowledge in Hybrid Electric Vehicle Technology "
7,90.6,79.2,7.07,8.19,6.58,7.62,8.96,3,4,4,0,Know OOP in python
1,87.2,62.3,5.76,6.24,8.04,7.26,8.84,2315,4,4,0,"Java,Python,C/C++,Mysql,Android (basic)"
4,88.4,75.2,5.76,7.09,7.42,6.31,8.93,35,4,4,1,"Good understanding of python, Basic level knowledge in Html and CSS, some understanding of SQL, have knowledge in C. "
3,87.2,82.1,6.87,8.41,6.5,8.5,9.81,253,5,5,1,"computer languages like JAVA, SQL, Python , C language"
3,86,68.53,6.65,6.85,8.08,5,8.07,0,4,4,1,C language
3,86,68.53,6.65,6.85,8.08,5.5,8.07,1,4,4,1,C++
3,82.8,68.53,6.65,6.85,7.42,5.36,8.85,12,3,4,0,C++ JAVA
2,88.4,58.6,6.93,7.78,7.62,8.96,9.08,2532,4,4,0,"Java, SQL, Python,Unix, Basic HTML, CSS, JavaScript, advanced data structures, basics of cloud,  basics of software engineering and project management"
2,80.2,70.6,6,6.19,6.62,5.58,8.42,0,5,4,0,"Adaptability. communication skills, Ability to work in any circumstances ,  teamwork"
2,84,57,6.65,6.85,7.73,9.12,9.42,1232,5,5,1,Skilled in C/C++ programming. Familiar with Java and Python. 2+ years knowledge of Web technologies.
2,86.8,66.7,6.59,6.3,6.88,8.88,9.62,23,3,3,1,"JAVA , C , PYTHON"
3,70.2,68.53,6.65,6.85,7.23,6.44,7.96,1,4,4,0,"Have knowledge of C programming language also have used TurboC++ software, scilab software. Had did soldering and mounting of components at internship."
4,88,65,5.89,5.9,5.73,6.52,8.85,13,4,4,0,"C++, python, basics of cyber security"
3,88.8,76.1,6.7,7.89,8,9.84,9.78,235,3,3,0,"C, Java Core & Advanced, Python, SQL."
2,70.3,68.53,6.65,6.85,6.46,6.12,8,3,4,5,1,"C, Python"
1,91.8,79.2,8.59,8.26,8.73,10,9.7,3125,4,4,0,"Python,C,C++,Java,Html,Css,Php,Javascript,Oracle Database Management"
1,93,88.3,7.04,7.33,7.88,9.11,10,35,5,5,1,"Proficient in python, sql "
1,85,68.4,6.2,6.8,6.4,6.4,8.24,1,4,5,1,"C++, web development, Big data analytics"
1,85,68.4,6.33,6.76,6.5,6.44,8.26,135,4,5,0,"C++ , python , basic SQL"
1,90.8,72.3,6.33,6.72,6.58,7.81,9.85,1523,5,5,1,"C++, SQL, C, PHP, Java , HTML ,Python                                                                                                                                             "
7,86.6,68.53,6.65,6.85,6.69,6.69,9.26,0,4,4,0,"Ms office, 
CAMD, 
Solid works, 
Cad modelling"
1,95,84,7.04,7.11,7,6.3,9.11,0,4,5,1,"web development (HTML,CSS,JS,Nodejs,Expreess,pug)"
1,88.6,67.2,7.54,7.45,7.34,7.9,9.38,3252,4,4,0,"Python, java, sql, html, css, javascript, jscript, django framework."
1,83.2,58.3,6.5,7,6.08,7.67,10,32,5,4,1,"Basic Python & C Programming, Core Java."
2,74.6,60.4,5.75,7.2,7.73,5.31,9.73,0,4,4,1,"HTML,CSS"
1,82,68.53,6.65,6.85,5.73,7.5,9.56,35,5,5,1,"Python, HTML, CSS,SQL"
3,77.8,68.6,7.52,7.52,7.8,9.48,8.96,0,4,4,1,"Some basic knowledge of programming skills, technical writting, mathematical knowledge"
7,90.4,77.2,7.15,8.33,7.38,9.23,9.7,136023,4,4,1,"1.Design And Simulation In Autodesk Fusion 360
2. Web Development
3. Python
"
1,81,72,6.67,6.2,7.19,7.63,9.3,121353,4,4,0,"1) Good in programming Knowledge
2) Have Knowledge about c++, CSS, Python, HTML, SQL .
3) Familiar with Web Development."
5,59,50,6.65,6.85,7.36,5.7,8.39,0,5,5,1,CAD Modeling
1,88.8,68.53,6.31,5.89,5.8,7.56,9.41,253,4,4,0,"JAVA ,SQL Full Stack Developer , Python"
3,88.6,76.4,7.13,7.35,7.08,9.16,9.7,12,4,4,1,"Have learner language - html, c ,c++, phyton and little java"
1,88.4,81.3,8.07,8.63,8.12,9.7,9.85,2,4,3,1,"i am good at java programming .i can build web application,android application,desktop application using java. "
3,77.4,64.3,5.98,5.15,6.8,5.24,7.81,3,5,4,1,Have a intermediate knowledge of python 
1,62.2,66.7,6.65,6.85,6.42,7.48,9.85,321,3,3,1,"Web Development , Python , Java , C++ , C programming , Photoshop , MS-Office"
1,91.4,72.9,6.74,7.41,8.19,9.26,8.93,3,4,3,0,"C, Python, DBMS, ML"
5,79,68.53,6.65,6.85,5.81,6.56,8.39,3,4,4,1,"PYTHON
MS WORD
MICROSPFT POWERPOINT
"
1,71,58.31,5.56,5.93,6.73,5.04,8.85,354,3,4,1,"PYTHON, DJANGO, MYSQL, HTML AND MACHINE LEARNING"
4,70.6,66.1,5.69,5.93,5,5.62,8.7,3,4,4,0,"I have done basic of C programming
And currently I'm doing python advance course "
1,73.6,68.53,6.85,6.85,6.92,7.67,9.56,3,4,3,1,"So, my technical skills are in Web Development & Python "
1,93.8,83,8.19,8,7.35,8.78,9.41,13,4,4,0,"C, C++, Python, Reactjs"
1,92.8,74.7,6.74,8.2,7.96,8.81,9.56,123,4,4,1,"I am proficient in C, C++ and JAVA. Also, have basic knowledge about Python."
3,74,48.92,6.65,6.85,6.42,7.6,8.78,34,4,3,0,"Learning python,  machine Learning "
3,96.2,79,7.3,7.24,6.46,9.2,9.59,2,5,5,1,"JAVA,C PROGRAMMING,HTML"
4,94,77.8,5.96,5.76,5.85,7.38,8.96,0,4,4,1,C
7,83.54,68.53,6.65,6.85,7.2,7.5,9.2,3,5,5,1,"I know python, c programming, various mechanical softwares for analysis and solid modelling such as Ansys, ptc creo, Autodesk inventor and AutoCAD"
2,74,72.04,6.48,6.69,6.58,7.77,9.69,2,2,3,1,"HTML,CSS, javascript"
1,84,63.2,5.78,6.26,7.27,8.07,9.52,35,4,4,1,"C, Python, SQL"
4,89.4,64.7,6.07,6.96,6.73,7.31,9.85,35,3,4,1,"BASIC PYTHON,HTML,ARDUINO AND EMBEDDED PROGRAMMING,SQL, BASIC C "
2,80.8,68.53,6.5,6.04,6.15,7,9.15,23,4,4,0,"java , python ,html, c language "
3,85.4,68.53,6.65,6.85,8.62,5.75,8.89,12,3,3,1,C++Java
7,92.2,81.6,7.7,8.17,7.5,9.27,9.96,360,4,4,0,"DESIGN AND DRAWING SOFTWARE ( AUTOCAD, FUSION 360, PTC CREO), INTERNSHIP AT ECHAAR EQUIPMENTS PVT. LTD."
3,82.6,68.53,6.65,6.85,6.88,7.04,9.07,4,4,4,0,"Basic knowledge of some programming Languages , Machine Learning & Project Management.  "
3,81.8,68.53,6.65,6.85,7.77,7.6,9.44,0,3,3,0,C Language
3,73.6,60.1,5.94,6.65,7.69,7.24,9.19,23,3,3,1,"Java,Python"
7,90.4,73.3,7.48,7.44,7.23,9,9.7,0,4,4,0,Having interest in designing which developed a learning attitude and explore in this field. I have a knowledge about basic softwares.
2,85.8,68.53,5.74,6.37,5.92,7.73,8,123,4,4,0,"HTML, CSS, C++, JAVA, PYTHON"
7,79.4,53.9,6.46,5.46,7.19,8.46,9.56,0,3,2,0,"Solid works,Autocad,Creo"
4,77,60,6.65,6.85,6.38,6.38,8.96,125,4,4,0,"C, C++ (Intermediate)
Java(Beginner).
Advance java: JDBC, applets, Servlets(Beginner)
Web: HTML
Database: MySql "
3,72.6,63,6.43,6.26,7.12,7.12,9.11,2,4,3,0,Web development and java
1,83.33,67.5,6.85,6.67,6.19,6.04,9.04,32,4,4,1,"Python, Full-Stack Development, Basic Java and C"
1,64,61,5.19,5.76,6.73,7.04,9,123,4,4,0,"BASIC KNOWLEDGE OF TECHNICAL, C++, JAVA, PYTHON"
3,64.2,61.3,5.19,5.76,6.73,7.04,9,325,5,5,0,"Basic Knownledge python, C-programming, Java, HTML, MySQL"
1,85,70,6.3,7.1,6.7,8.5,9.85,3,5,5,1,"Python coding, Data extraction, GUI implementation, Web development basics"
2,92.2,68.53,6.65,6.85,6.81,7.12,8,0,3,3,1,"Wordpress, Web development"
3,83.2,76.1,6.52,6.7,6.15,8.08,9.56,124,5,4,1,"Computer languages like basic C, Basic C++, JAVA basics and advance,Javascript basics,Machine learning on ramp,deep learning on ramp"
3,78,65.38,6.04,6.36,7.5,5.84,0,2,4,4,1,i have learnd java and c language
5,77.4,70.7,5.98,6.31,6.44,6.96,6.39,0,3,3,0,I'm Good in developing Mechatronics systems
3,68.36,47.2,6.65,6.85,7.42,6.48,9.33,12,3,2,1,"1)I have basic English language 
2) electronics device testing experience "
5,88,75.5,6.44,6.65,6.22,6.63,8.86,2,5,5,0,"i have the knowledge of
CAD
CAM
INVENTOR/SOLID WORKS/CATIA
MICROSOFT EXCEL / POWERPOINT/ WORD
JAVA
"
5,64.8,56.8,6.02,6.08,5.96,6.39,8.57,1,4,3,0,"Computer Skills. MS Office, Google Drive, spreadsheets, email, PowerPoint, social media.
Programming Skills: C++"
7,86,78.77,6.2,6.7,6.85,8.56,9.44,0,4,4,1,"
- creativity , problem solving
- ability to work under pressure
- Teamwork

"
3,74.2,6,5.59,6.33,6.92,7.56,8.04,12,3,3,1,"C++, java"
3,83.6,81.8,5.94,6.04,6.46,6.28,9.22,4,4,4,0,"Pyhton, Data science, Machine Learning, data visualization, EDA"
5,85.04,78.6,7.04,8.04,7.41,7.67,8.96,23,4,3,1,"C, JAVA, Python (basic), SOLIDWORKS, Siemens NX, Teamcenter, Inventor , AutoCAD, Video Editing(FCP)"
3,83.6,68.53,6.65,6.85,5.96,7.44,8.93,0,3,3,0,"I have knowledge about Egle software also designing PCB for projects. For simulation purpose I would be using a multisim software. I've done the internship at Technic Electronic Corporation have knowledge about soldering, and what types of equipment used in case of emergency. I also have knowledge of AUTOCAD. Project on Power Generation System was done in Diploma."
1,67,55.85,6.54,6.19,7.85,7.7,8.37,3,4,4,0,"C, Python"
6,94,68.53,6.65,6.85,8.32,9.41,8.22,0,4,5,1,"MS-Word,LibreCAD"
7,78.6,70.1,7.26,7.7,7.46,9.15,9.44,132,4,4,1,"Autocad,Creo,solidworks,c language,c++ language, python,java"
1,87,79,7.04,7.74,8.38,8.74,9.3,3,4,3,1,Good in programming n data structure n have descent knowledge of ML and python
5,86.8,71,6.78,6.67,7.37,7.74,9.43,34,4,4,0,"I'm fast learner, I taught myself python language, Solidworks, Blender(3D creation suite), Photoshop and I can use CNC Machine Simulation. I like classical Physics, Basic Maths, Trigonometry, Geometry, Calculus. Currently enrolled for Machine learning course from Duke University and Stanford University, and problem solving using computational thinking from University of Michigan on coursera. I have task management skills like task prioritization, task distribution based on capabilities of teammates, time management, Scheduling. "
1,93.2,82.9,8.26,7.59,8.31,9.7,10,123,5,5,1,"C, C++, Java, Python, FullStack Web Development, Android App Development , Data Science"
5,80,56.77,5.91,6.19,6.22,6.11,8.64,0,3,3,1,CAD Modelling
1,95,89.07,8.07,6.85,9.27,9.56,9.85,1235,5,4,1,"C/C++, HTML/CSS, java , python (basic), MySQL, Oracle (basic)"
1,94,83.85,8.28,8.17,8.38,9.67,10,0,4,4,1,"Android Development, Web Development"
1,93.2,68.4,8.48,8.24,8.26,8.44,8.69,325,4,4,0,"Python,Java,mysql,C"
2,82.4,73.8,5.81,6.5,6.88,7.31,8.46,1235,3,3,0,"C, C++, Java, Python, SQL"
3,77,68.31,5.65,5.83,6.69,6.04,8.48,132345123,4,4,1,"I have completed courses in :
1.Python
2.MSCIT
3.NPTEL
4.Web Development (attended webinar)
5.Digital marketing (attended webinar)
Apart from this I have knowledge of:
1. Microsoft Word
2. Microsoft Powerpoint
3. Microsoft Excel"
3,95,82.46,9.33,9.59,9.46,10,7.3,23552,3,3,1,"Programming languages - Java (core+advance),python 
Database - MySQL, Postgresql , Oracle 
beginner skill - HTML,PHP, JavaScript, CSS"
1,77.2,72.6,6.85,7.63,6.92,8.63,9.56,235,3,3,1,"C, Java, Python, Web development, SQL"
2,77.8,68.53,6.65,6.85,7.77,9.23,9.81,235,5,5,1,"I have developed various websites using HTML, CSS, Javascript, Django/PHP , built multiple desktop level applications using python and its different libraries, reported a email spoofing bug in ternaengg.ac.in, have a knowledge of database management system. "
1,90.2,64.4,5.7,6.7,6.7,8.4,9.5,314,4,5,1,"Python, C++, C, text analytics, regular expressions, machine learning"
1,79.2,68.4,5.74,6.37,4.69,7.22,9.04,23,4,5,1,"Java, C, Python"
1,66,64,5.65,6.15,6.54,6.5,9.37,0,4,5,1,"Full stack Developer ,Cybersecurity Beginner"
1,79.6,55,6.07,6.26,6.81,7.52,10,123,3,3,1,"I am proficient in C, C++ and JAVA. Also, have basic knowledge about Python."
5,77,58.15,7.67,6.15,6.89,7.33,9.75,23,4,4,1,"Coding Languages- C#,Java, Python,
CAD Software- AutoCAD, Inventor,Solid works"
6,80.8,67.5,6.04,6.07,6,7.36,8.96,0,4,4,1,AUTOCAD STAADPRO MSCIT 
1,81.4,73.5,6.89,6.93,7,8.44,8.89,3,4,4,0,"Python, c "
7,89.6,93.5,8.5,7.78,8.92,8.54,9.41,232020,5,5,1,"I headed the transmission department of the team electro infinity in my 2nd year engineering 
Wrote a research paper related to that topic in 3rd year
Won the best innovation award at N.E.K.C. 2020 Bhopal 
Currently doing Intership at vision batteries."
5,87.5,7,6,6.5,6.5,7.4,8.1,343,5,5,0,"CAD , 3D modelling , machine learning , embedded systems, python"
1,85.5,76.7,7.13,6.65,6.96,9.26,9.85,35,4,3,1,"Python, SQL, UX/UI designing"
6,79,68.53,6.65,6.85,6.9,7.5,8.67,0,3,3,0,Knowing Autocadd
5,82.6,70.6,5.48,5.41,5.85,7.33,9.32,3,3,4,0,"Good knowledge in programming languages like python , c and also fluent in cad softwares"
1,93.6,62.3,5.74,6.67,5.69,7.22,9.41,1254,4,3,0,"I have gained knowledge and I have practiced softwares and languages which are C,C++,JAVA,SQL,HTML,CSS, Machine Learning."
1,81.7,62.2,5.89,5.94,6.08,7.93,9.74,3,3,3,0,"Coding( python),app development and web development"
3,82,60.48,5.1,6.46,7.15,6.48,9.4,43,4,4,0,"Machine learning (NLP) using python, Soft skills, wrote a review paper and writing a research paper, "
1,76.2,67.3,7.11,7.37,7.15,8.22,8.85,0,4,3,0,Good in problem solving and computer programming 
1,89.2,76.7,6.56,6.87,7.5,8.11,9.63,12,4,4,0,"Skills: C++, C, Data Structures, Algorithms

I have previous internship experiences in web development and Web Designing. 
And I have done few courses on Android, Java and web development.
"
7,85.8,81.5,6.07,6,7.54,8.88,9.44,123,4,5,1,"Softwares:
1)Siemens NX 11
Learned the essentials of CAD designing on SIEMENS NX 11 which included CAD drawing , Modelling and Assembly 
2)Siemens PLM Software
Learned the basics of Product Lifecycle Management on SIEMENS PLM.
3)MS Office
Self learned.
Online courses:
AutoCAD (Udemy)
Solidworks (Udemy)
Skills: Team player, Fast Learner, Mechanical enthusiast.
"
7,84.2,68.53,6.65,6.85,7.34,7.38,9.67,0,4,4,0,AutoCad
3,77,58.15,6.39,6.81,6.65,8.24,9.56,3,3,4,0,I am good with assembly level languages and so I can handle microcontrollers and microprocessors well. For the last one year I was a part of Webmaster Team of IEEE Terna and have improved my grip on Web Development skills. Along with this I have completed a few courses from Z-Security for Ethical hacking and I am even good with Python and C programming.
5,90,78.2,6.65,6.85,7.07,7.19,9.25,0,5,5,1,C language
4,91.6,83.6,7.41,6.54,7.04,6.98,9.54,0,4,4,1,"I was the part of Team electro infinity team of our college where we had make an electric go cart and won best innovation award in the competition . I am quit familiar with microcontrollers , sensor , actuators and designing softwares ."
3,92,78,7.26,7.81,7.96,9.26,9.7,35,4,4,0,"Python, Django, SQL"
1,84.2,68.53,5.67,6.09,5.96,7,8.85,0,4,5,0,"Front-end work,Good with communication, Familiar with testing and support tasks"
7,77.2,68.53,6.96,6.52,6.85,8.5,9.59,202,3,3,1,"Right now I'm totally focusing on GATE 2022, So I'm not getting enough time to focus on my technical skills"
2,78,56,7,7,7,7,7,7,5,5,0,7
2,78.4,80.9,7.15,6.8,8,8.81,9.58,232,4,4,1,"Java, python, html ,css, php, javascript ,data structures and algorithms"
1,100,69.54,6.94,6.48,6.96,7.89,9.07,352,4,4,1,"Python, MySQL, Java"
3,71.4,68.53,6.65,6.85,7.65,6,8.81,0,3,3,0,Learning Payton
1,66.2,67.5,5.96,6.43,5.88,7.19,8.96,35,4,4,0,"Python Intermediate , Linux Basic , SQL, PHP"
1,87.6,68.53,6.65,6.85,7.03,8.7,9.07,123,4,3,0,"C++,Java,Python,Web Development"
5,91,82.2,7.63,7.34,6.93,8.07,8.93,13,4,4,1,"intermediate level coding in c , c++ and python "
1,78.3,8,6.87,6.87,7.04,7.05,8.89,521,4,4,1,"SQL,JAVA,C,C++"
2,84.2,64.3,6.65,6.85,6.35,6.81,9.62,2,5,5,1,"I am proficient in handling Linux Operating Systems. I have a good knowledge of Ethical hacking. I know Java, C and C#, can also do web-developing with HTML, CSS , Javascript, PHP. I have a good knowledge of CryptoCurrency and there use cases.
"
2,84.2,64.3,7.02,6.48,6.35,6.81,9.62,23535,4,5,1,"I am a Linux  enthusiast. I am proficient in Web development. I practice programming in C , Java , Python. I know HTML5, CSS3, PHP, MySQL. I can work on AUTOCAD, Photoshop, MS Office . I know about cyber security, blockchain, cryptocurrencies."
5,89.2,77.6,6.65,6.85,6.48,6.7,9.71,0,4,4,0,Good in ms office and data entry. Have a certificate of mhcit and advance excel.
3,76.6,71.6,6.65,6.85,7.08,7.6,9.59,2125,4,4,1,"MS OFFICE- WORD, POWERPOINT
SOCIAL MEDIA- FACEBOOK, INSTAGRAM
GRAPHICAL- PHOTOSHOP
WEB- HTML, JAVASCRIPT
ENTERPRISE SYSTEM- SALESFORCE
PROGRAMMING SKILLS - C++, JAVA, MySQL, HTML, MATLAB 
"
5,82,76.67,7.34,8.56,7.34,6.22,9.54,21,5,5,0,"CAD, Embedded system, PCB designing, Java, C++, Marketing, International communication, International sales and startup."
1,95.2,68.53,8.67,8.5,8.4,9.85,10,32535,5,4,1,"I'm good at python, java and c programming. Have done couses on MySQL and also done projects using python and MySQL."
1,80,80,6.85,6.81,5.96,7.22,9.22,0,4,4,0,I am comfortable with both front-end and back-end programming.I have good communications skills and can handle pressure well.
1,91.6,81.2,7.89,7.52,7.65,9.37,9.85,3,4,4,1,"C, Python, R"
5,94,80,7.78,8.41,8.67,9.56,9.79,3,4,4,1,"3D modeling, CAD software, 3D printing"
1,78.8,68.53,6.7,6.93,7.19,7.67,9.19,132,3,4,0,"I have fair skills in MS word , MS excel , Adobe Photoshop , Corel draw, wordpress and for the programming skills I'm skilled in C++, XML , js , python with beginner level in java. "
4,84.6,65.5,5.8,6.85,5.62,6.72,8.89,32,3,3,1,"Programming language - Python, Javascript, HTML, CSS
Computers network
"
3,81.4,67.8,6.44,7.22,6.73,6.64,8.22,2,4,4,0,"KNOW LANGUGES LIKE C, JAVA AND ALSO KNOW A BIT ABOUT ELECTRONICS AND ROBOTICS"
1,93.6,71.6,8.19,7.81,7.97,8.48,8.78,325,4,4,1,"C, Pytho+V2n, Java, MySQL"
3,69,72,6.65,6.85,7.3,7.4,8,3,3,3,0,"I have been learning python , embedded systems ,aurdino."
